,hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
72,1K Paris,http://www.tripadvisor.com/Hotel_Review-g187147-d472236-Reviews-1K_Paris-Paris_Ile_de_France.html,Paris,990 ,,2020/11/01,2020/11/05,$300,Official Site,0,
73,Hotel des Saints-Peres - Esprit de France,http://www.tripadvisor.com/Hotel_Review-g187147-d194281-Reviews-Hotel_des_Saints_Peres_Esprit_de_France-Paris_Ile_de_France.html,Paris,675 ,,2020/11/01,2020/11/05,$239,eDreams,12,
74,Hotel Marais Home,http://www.tripadvisor.com/Hotel_Review-g187147-d269104-Reviews-Hotel_Marais_Home-Paris_Ile_de_France.html,Paris,884 ,,2020/11/01,2020/11/05,$236,Trip.com,14,
75,Hotel Astoria - Astotel,http://www.tripadvisor.com/Hotel_Review-g187147-d230431-Reviews-Hotel_Astoria_Astotel-Paris_Ile_de_France.html,Paris,1601 ,,2020/11/01,2020/11/05,$88,Booking.com,13,
76,Best Western Quartier Latin Pantheon,http://www.tripadvisor.com/Hotel_Review-g187147-d229627-Reviews-Best_Western_Quartier_Latin_Pantheon-Paris_Ile_de_France.html,Paris,370 ,,2020/11/01,2020/11/05,$91,Booking.com,12,
77,Hotel de JoBo,http://www.tripadvisor.com/Hotel_Review-g187147-d10386434-Reviews-Hotel_de_JoBo-Paris_Ile_de_France.html,Paris,482 ,,2020/11/01,2020/11/05,$289,eDreams,13,
78,Hotel Banke Opera Autograph Collection,http://www.tripadvisor.com/Hotel_Review-g187147-d1197990-Reviews-Hotel_Banke_Opera_Autograph_Collection-Paris_Ile_de_France.html,Paris,1655 ,,2020/11/01,2020/11/05,$206,Autograph,0,
79,Hotel Donjon Vincennes,http://www.tripadvisor.com/Hotel_Review-g790302-d673425-Reviews-Hotel_Donjon_Vincennes-Vincennes_Val_de_Marne_Ile_de_France.html,Paris,496 ,,2020/11/01,2020/11/05,$84,Tripadvisor,12,
80,Hidden Hotel,http://www.tripadvisor.com/Hotel_Review-g187147-d1396456-Reviews-Hidden_Hotel-Paris_Ile_de_France.html,Paris,1496 ,,2020/11/01,2020/11/05,$198,Booking.com,14,
81,Hotel Apollon Montparnasse,http://www.tripadvisor.com/Hotel_Review-g187147-d265343-Reviews-Hotel_Apollon_Montparnasse-Paris_Ile_de_France.html,Paris,1185 ,,2020/11/01,2020/11/05,$134,eDreams,13,
82,Novotel Paris Centre Bercy,http://www.tripadvisor.com/Hotel_Review-g187147-d197487-Reviews-Novotel_Paris_Centre_Bercy-Paris_Ile_de_France.html,Paris,1842 ,,2020/11/01,2020/11/05,$147,Booking.com,12,
83,Hotel Lorette - Astotel,http://www.tripadvisor.com/Hotel_Review-g187147-d228848-Reviews-Hotel_Lorette_Astotel-Paris_Ile_de_France.html,Paris,1717 ,,2020/11/01,2020/11/05,$88,Booking.com,12,
84,Hotel de Lille,http://www.tripadvisor.com/Hotel_Review-g187147-d194229-Reviews-Hotel_de_Lille-Paris_Ile_de_France.html,Paris,445 ,,2020/11/01,2020/11/05,$212,eDreams,13,
85,Tiquetonne,http://www.tripadvisor.com/Hotel_Review-g187147-d235613-Reviews-Tiquetonne-Paris_Ile_de_France.html,Paris,688 ,,2020/11/01,2020/11/05,$83,Booking.com,14,
86,Hotel de Flore,http://www.tripadvisor.com/Hotel_Review-g187147-d529908-Reviews-Hotel_de_Flore-Paris_Ile_de_France.html,Paris,417 ,,2020/11/01,2020/11/05,$59,Booking.com,12,
87,Hotel Longchamp Elysees,http://www.tripadvisor.com/Hotel_Review-g187147-d583986-Reviews-Hotel_Longchamp_Elysees-Paris_Ile_de_France.html,Paris,776 ,,2020/11/01,2020/11/05,$144,Booking.com,11,
88,La Villa Haussmann,http://www.tripadvisor.com/Hotel_Review-g187147-d11666465-Reviews-La_Villa_Haussmann-Paris_Ile_de_France.html,Paris,295 ,,2020/11/01,2020/11/05,$223,eDreams,15,
89,Hotel International,http://www.tripadvisor.com/Hotel_Review-g187147-d264706-Reviews-Hotel_International-Paris_Ile_de_France.html,Paris,268 ,,2020/11/01,2020/11/05,$103,eDreams,12,
90,Hotel R de Paris,http://www.tripadvisor.com/Hotel_Review-g187147-d233583-Reviews-Hotel_R_de_Paris-Paris_Ile_de_France.html,Paris,1127 ,,2020/11/01,2020/11/05,$118,Official Site,0,
91,Hotel de Londres Eiffel,http://www.tripadvisor.com/Hotel_Review-g187147-d265476-Reviews-Hotel_de_Londres_Eiffel-Paris_Ile_de_France.html,Paris,1775 ,,2020/11/01,2020/11/05,$151,Official Site,0,
92,Hotel Virgina,http://www.tripadvisor.com/Hotel_Review-g187147-d528643-Reviews-Hotel_Virgina-Paris_Ile_de_France.html,Paris,413 ,,2020/11/01,2020/11/05,$85,Booking.com,12,
93,Hotel du College de France,http://www.tripadvisor.com/Hotel_Review-g187147-d271939-Reviews-Hotel_du_College_de_France-Paris_Ile_de_France.html,Paris,1181 ,,2020/11/01,2020/11/05,$103,Booking.com,12,
94,Hotel Comete Paris,http://www.tripadvisor.com/Hotel_Review-g187147-d9453876-Reviews-Hotel_Comete_Paris-Paris_Ile_de_France.html,Paris,310 ,,2020/11/01,2020/11/05,$134,Booking.com,14,
95,Star Champs Elysees,http://www.tripadvisor.com/Hotel_Review-g187147-d233805-Reviews-Star_Champs_Elysees-Paris_Ile_de_France.html,Paris,755 ,,2020/11/01,2020/11/05,$120,eDreams,12,
96,Hotel Armoni,http://www.tripadvisor.com/Hotel_Review-g187147-d197512-Reviews-Hotel_Armoni-Paris_Ile_de_France.html,Paris,841 ,,2020/11/01,2020/11/05,$111,eDreams,12,
97,Le Cinq Codet,http://www.tripadvisor.com/Hotel_Review-g187147-d7083102-Reviews-Le_Cinq_Codet-Paris_Ile_de_France.html,Paris,780 ,,2020/11/01,2020/11/05,$231,Trip.com,14,
98,Courtyard by Marriott Paris Gare de Lyon,http://www.tripadvisor.com/Hotel_Review-g187147-d15243992-Reviews-Courtyard_by_Marriott_Paris_Gare_de_Lyon-Paris_Ile_de_France.html,Paris,238 ,,2020/11/01,2020/11/05,$180,eDreams,14,
99,Hotel de l'Horloge,http://www.tripadvisor.com/Hotel_Review-g187147-d3876692-Reviews-Hotel_de_l_Horloge-Paris_Ile_de_France.html,Paris,167 ,,2020/11/01,2020/11/05,$128,eDreams,14,
100,Hotel Marignan,http://www.tripadvisor.com/Hotel_Review-g187147-d263659-Reviews-Hotel_Marignan-Paris_Ile_de_France.html,Paris,959 ,,2020/11/01,2020/11/05,,Snaptravel,12,
